tag,tag_cn
jeanne d'arc (fate) (all),/ジャンヌ・ダルク|ジャンヌ姉妹
jeanne d'arc (granblue fantasy),/ジャンヌダルク(神撃のバハムート)|ジャンヌダルク(グラブル)
jessica albert,/ゼシカ・アルバート|ゼシカ
jigglypuff,/プリン
jill valentine,/ジル・バレンタイン
jin kisaragi,/ジン=キサラギ
jinx (league of legends),/jinx
johnny joestar,/ジョニィ・ジョースター
jonathan joestar,/ジョナサン・ジョースター
joseph joestar,/ジョセフ・ジョースター
joseph joestar (young),/ジョセフ・ジョースター
jouga maya,/条河麻耶|チマメ隊|マヤ
jougasaki mika,/城ヶ崎美嘉
jougasaki rika,/城ヶ崎莉嘉|城ケ崎莉嘉
junketsu,神衣纯洁/純潔
junko (touhou),/純狐
kaban (kemono friends),/かばん|かばんちゃん|さばんなコンビ|ネオかばんちゃん
kadotani anzu,角谷杏/角谷杏|カメさんチーム|みほ杏
kaenbyou rin,火焰猫燐/火焔猫燐|お燐
kafuu chino,/香風智乃|チノ|チマメ隊
kaga (azur lane),/加贺(碧蓝航线)|加賀(アズールレーン)|加賀
kagamihara nadeshiko,/各務原なでしこ|各務原|なでしこ
kagamine len,/鏡音レン
kagamine rin,/鏡音リン
kagari atsuko,/アッコ|アッコ・カガリ|アツコ・カガリ|アッコ(リトルウィッチアカデミア)
kagiyama hina,/鍵山雛
kagura (gintama),/神楽(銀魂)|神楽|沖神|沖神兄
kagurazaka asuna,/神楽坂明日菜
kaguya luna,/輝夜月
kaiou michiru,/海王みちる
kairi (kingdom hearts),/カイリ
kaizuka inaho,/界塚伊奈帆
kaku seiga,/霍青娥|青娥娘々
kallen stadtfeld,/カレン・シュタットフェルト|紅月カレン
kamado nezuko,灶门祢豆子/竈門禰豆子|灶门祢豆子|禰豆子
kamijou touma,上条当麻/上条当麻
kamikita komari,神北小毬/神北小毬
kamio misuzu,神尾观铃/神尾観鈴
kamio reiji (yua),神尾提督（舰C）/
kamishirasawa keine,/上白沢慧音
kamiya nao,神谷奈绪/神谷奈緒
kamui gakupo,/神威がくぽ|がくぽ|がくっぽいど
kan'u unchou,关羽云长/関羽雲長
kaname madoka,/鹿目まどか|まどほむ|ほむまど|まどマミ|マミまど|まどさや|さやまど
kanaria,金糸雀/金糸雀
kanbaru suruga,/神原駿河
kanna kamui,/カンナカムイ|カンナカムイ(小林さんちのメイドラゴン)|小林カンナ|カンナ(小林さんちのメイドラゴン)|カンナ|kanna
kano shuuya,/カノ|鹿野修哉
kanon (umineko),/嘉音
kanroji mitsuri,甘露寺蜜璃/甘露寺蜜璃
kanzaki ranko,神崎兰子/神崎蘭子|神埼蘭子
karina lyle,/カリーナ・ライル
kariya masaki,/狩屋マサキ|狩屋|蘭マサ|マサ蘭|蘭マサ蘭
karna (fate),/カルナ(Fate)|赤のランサー
kars (jojo),/カーズ
karyl (princess connect!),/キャル|キャル(プリコネ)
kasane teto,/重音テト
kashiwazaki sena,柏崎星奈/柏崎星奈
kashuu kiyomitsu,/加州清光|清安|安清|沖田組|あんみつ
kasodani kyouko,/幽谷響子|響子
kasuga ayumu,/春日歩
kasugano sakura,/春日野さくら
kasumi (doa),/霞|かすみ|霞(DOA)
kasumigaoka utaha,/霞ヶ丘詩羽|霞之秋诗羽
katagiri sanae,片桐早苗/片桐早苗
katou asuka,加藤明日香/加藤明日香|加藤ママ|かともこ
katou megumi,加藤惠/加藤恵|加藤惠
katsuki yuuri,胜生勇利/勝生勇利|勇ヴィク
katsura hinagiku,桂雏菊/桂ヒナギク
katsuragi misato,葛城美里/葛城ミサト
katyusha (girls und panzer),喀秋莎（少女与战车）/カチューシャ|カチューシャ(GuP)|プラウダ高校|隊長組|ノンカチュ|カチュみほ|ダーカチュ|エリカチュ|カチューシャ親衛隊|カチューシャ日記
kawakami mai,川神舞/川神舞
kawashima ami,川岛亚美/川嶋亜美
kawashima momo,/河嶋桃|カメさんチーム|みほ桃|桃ちゃん
kawashiro nitori,/河城にとり|河城荷取
kay (girls und panzer),/ケイ|ケイ(GuP)|サンダース大学付属高校|ケイみほ|ケイゆか|ケイダジ|隊長組
kayneth el-melloi archibald,/ケイネス・エルメロイ・アーチボルト
kazama asuka,/風間飛鳥
kazami yuuka,/風見幽香|ゆうかりん
kazami yuuka (pc-98),/旧作幽香|宵闇小町
kazanari tsubasa,/風鳴翼
kazemaru ichirouta,/風丸|風丸一郎太|風宮
keith goodman,/キース・グッドマン
kemomimi-chan (naga u),/ケモミミちゃん
kenzaki makoto,/剣崎真琴
kero,/ケロちゃん|ケロちゃん(カードキャプターさくら)
kiana kaslana,/琪亚娜|琪亚娜·卡斯兰娜|キアナ|キアナ・カスラナ|キアナ·カスラナ|Kiana
kido tsubomi,/木戸つぼみ|キド
kijin seija,/鬼人正邪|正邪
kiki,/キキ
kikuchi makoto,菊地真/菊地真|きくちまこと
kino (kino no tabi),/キノ
kino makoto,/木野まこと
kinomoto sakura,/木之本桜|木之本さくら|木之本樱
kira yoshikage,/吉良吉影
kirby,/カービィ
kirigaya suguha,桐谷直叶/桐ヶ谷直葉
kirigiri kyouko,雾切响子/霧切響子
kirijou mitsuru,桐条美鹤/桐条美鶴
kirima sharo,桐间纱路/桐間紗路|シャロ
kirin (armor),麒麟套/キリン装備
kirino ranmaru,/霧野蘭丸|霧野|蘭マサ|マサ蘭|蘭拓|拓蘭|蘭ジャン|蘭拓蘭|蘭マサ蘭|蘭茜
kirisame marisa,雾雨魔理沙/霧雨魔理沙|魔理沙|雾雨魔理沙
kirito,桐人/キリト
kiriya aoi,/霧矢あおい
kiryuuin satsuki,鬼龙院皋月/鬼龍院皐月|Satsuki
kisaragi (azur lane),如月（碧蓝航线）|如月/如月(アズールレーン)|如月
kisaragi chihaya,如月千早/如月千早
kisaragi momo,/如月モモ
kisaragi shintarou,/如月シンタロー|如月伸太郎|シンタロー|シンアヤ
kise yayoi,/黄瀬やよい
kishibe rohan,岸边露伴/岸辺露伴
kishin sagume,/稀神サグメ
kishinami hakuno (female),岸波白野/岸波白野|ザビ子
kiss-shot acerola-orion heart-under-blade,/キスショット・アセロラオリオン・ハートアンダーブレード|キスショットアセロラオリオンハートアンダーブレード|キスショット
kisume,/キスメ
kitashirakawa tamako,/北白川たまこ
kitazawa shiho,北泽志保/北沢志保
kiyohime (swimsuit lancer) (fate),清姫（泳装）/清姫(水着)
kizuna ai,/キズナアイ|絆愛|きずなーぽすと|KizunaAI
kizuna akari,/紲星あかり
klan klein,/クラン・クラン|klan klang
koakuma,/小悪魔|小惡魔|小恶魔|小悪魔(東方Project)|こあ|こあくま
kobayakawa rinko,/小早川凛子
kobayakawa sae,/小早川紗枝
kobayakawa yutaka,/小早川ゆたか
kochiya sanae,东风谷早苗/東風谷早苗
kochou shinobu,/胡蝶しのぶ
kogitsunemaru,/小狐丸|小狐三日
kohinata miho,/小日向美穂
kohinata miku,/小日向未来
koizumi hanayo,/小泉花陽|火曜日かよちゃん
koizumi itsuki,/古泉一樹
koizumi itsuki (female),/古泉一姫
kokkoro (princess connect!),/コッコロ|コッコロ(プリコネ)
kokonoe rin,/九重りん
komaeda nagito,狛枝凪斗/狛枝凪斗
komaki manaka,/小牧愛佳
komeiji koishi,/古明地こいし|こいし|病んだ恋の瞳
komeiji satori,/古明地さとり|さとり
kondou taeko,/近藤妙子|アヒルさんチーム
kongou (aoki hagane no arpeggio),/コンゴウ|コンゴウ(蒼き鋼のアルペジオ)
konjiki no yami,金色之暗/金色の闇|ヤミ
konno junko,/紺野純子|純愛コンビ
konpaku youki,/魂魄妖忌
konpaku youmu,/魂魄妖夢|妖夢
konpaku youmu (ghost),/半霊
kooh,/クー
korra,/Korra|korra
kos-mos,/コスモス|KOS-MOS
koshimizu sachiko,/輿水幸子
kotegawa yui,古手川唯/古手川唯
kotobuki tsumugi,/琴吹紬
kotomine kirei,/言峰綺礼
kotonoha akane,/琴葉茜|琴葉姉妹
kousaka honoka,/高坂穂乃果|高坂穗乃果
kousaka kirino,高坂桐乃/高坂桐乃
kousaka kyousuke,高坂京介/高坂京介
kousaka reina,/高坂麗奈
kousaka tamaki,/向坂環|タマ姉
koyama yuzu,/小山柚子|カメさんチーム
kozakura marry,/マリー(カゲロウプロジェクト)|小桜茉莉|マリー
kuchiki rukia,/朽木ルキア
kuga natsuki,/玖我なつき
kujikawa rise,/久慈川りせ|りせちー
kujou karen,/九条カレン
kula diamond,/クーラ・ダイアモンド
kuma (persona 4),/クマ
kumoi ichirin,/雲居一輪|一輪
kunikida hanamaru,/国木田花丸|よしまる普及委員会
kuradoberi jam,/蔵土縁紗夢
kurodani yamame,/黒谷ヤマメ
kuroka (high school dxd),/黒歌
kurokawa eren,/黒川エレン
kuroki tomoko,/黒木智子|もこっち|黒木姉弟|ゆうもこ|こみもこ|きーもこ|今もこ|ネモクロ|吉もこ|ゆりもこ|黒木智子となかまたち|うちもこ|かともこ|キバもこ|岡もこ|まこもこ
kurosaki ichigo,黑崎一护/黒崎一護
kurosawa dia,/黒澤ダイヤ
kurosawa ruby,/黒澤ルビィ|黒沢ルビィ
kuroyukihime,黑雪姬/黒雪姫
kurugaya yuiko,/来ヶ谷唯湖
kurumi erika,/来海えりか
kururugi suzaku,/スザク
kusakabe misao,/日下部みさお
kusanagi motoko,/草薙素子
kushieda minori,/櫛枝実乃梨
kusugawa sasara,/久寿川ささら
kyon,/キョン
kyonko,/キョン子
kyouka (princess connect!),/キョウカ|キョウカ(プリコネ)|氷川鏡華
kyubey,/キュゥべえ|QB
laffey (azur lane),拉菲（碧蓝航线）/拉菲(碧蓝航线)|ラフィー(アズールレーン)
lala satalin deviluke,/ララ・サタリン・デビルーク
lalafell,/ララフェル
lambda-11,/Λ-11|ラムダ
lambdadelta,/ラムダデルタ
lancer (fate/zero),/ディルムッド|ランサー(Fate/Zero)
lappland (arknights),/拉普兰德|ラップランド|ラップランド(アークナイツ)
laura bodewig,/ラウラ・ボーデヴィッヒ
leafa,/リーファ|リーファ(SAO)
lei lei,泪泪/レイレイ|泪泪
lelouch lamperouge,/ルルーシュ・ランペルージ|ルルーシュ
lenna charlotte tycoon,/レナ・シャルロット・タイクーン
leo (fire emblem),/レオン(FEif)
leona heidern,/レオナ・ハイデルン
leone abbacchio,/レオーネ・アバッキオ
letty whiterock,/レティ・ホワイトロック|レティ
levi (shingeki no kyojin),/リヴァイ|リヴァイ・アッカーマン
lightning farron,/ライトニング(FF13)|ライトニングさん|エクレール・ファロン|ライトニング
lili (tekken),/リリ|エミリ・ド・ロシュフォール|リリ(鉄拳)
lilith aensland,/欲望の迷い子リリス
lillie (pokemon),/リーリエ(ポケモン)|リーリエ|リーリエ(トレーナー)|がんばリーリエ|Lillie|릴리에|リーリエ(アニポケ)|エーテル兄妹
lily white,/リリーホワイト
lina inverse,/リナ=インバース|リナ|リナ・インバース
link,/リンク|リンク(ブレスオブザワイルド)
lio fotia,/リオ・フォーティア
lion (kemono friends),/ライオン(けものフレンズ)
lisbeth,/リズベット|篠崎里香
little red riding hood (grimm),/赤ずきん|赤頭巾|あかずきん|赤ずきんちゃん|赤頭巾ちゃん|あかずきんちゃん
lord el-melloi ii,/ロード・エルメロイII世
louise francoise le blanc de la valliere,/ルイズ・フランソワーズ・ル・ブラン・ド・ラ・ヴァリエール|ルイズ|루이즈
lucario,/ルカリオ
lucifer (helltaker),/ルシファー(Helltaker)|ルシフェル
lucina (fire emblem),/ルキナ
lucky beast (kemono friends),/ラッキービースト|ボス(けものフレンズ)
lucy heartfilia,/ルーシィ・ハートフィリア
luigi,/ルイージ
lulu (league of legends),/Lulu|룰루|露璐|ルル
lum,/ラム・インベーダー|ラムちゃん
luna child,/ルナチャイルド
lunamaria hawke,/ルナマリア・ホーク|ルナマリア
lunasa prismriver,/ルナサ・プリズムリバー|ルナサ
lusamine (pokemon),/ルザミーネ|マザービースト
lyn (fire emblem),/リンディス
lynette bishop,/リネット・ビショップ
lyria (granblue fantasy),/ルリア|ルリア(グラブル)
lyrica prismriver,/リリカ・プリズムリバー|リリカ
lysithea von ordelia,/リシテア|リシテア=フォン=コーデリア
madotsuki,/窓付き
maebara keiichi,/前原圭一
maekawa miku,/前川みく
magical ruby,/マジカルルビー
maka albarn,/マカ・アルバーン|マカ
makinami mari illustrious,/真希波・マリ・イラストリアス
makise kurisu,/牧瀬紅莉栖|クリスティーナ
makoto (street fighter),/まこと|まこと(ストリートファイター)
makoto nanaya,/マコト=ナナヤ
manabe nodoka,/真鍋和
manjuu (azur lane),/饅頭(アズールレーン)|蛮啾
mankanshoku mako,/満艦飾マコ|まんかんしょくまこ
maou (maoyuu),/魔王(まおゆう)|紅の学士
maria cadenzavna eve,/マリア・カデンツァヴナ・イヴ
marianne von edmund,/マリアンヌ=フォン=エドマンド
maribel hearn,/マエリベリー・ハーン
marie (girls und panzer),/マリー|マリー(GuP)|BC自由学園|みほマリ|ダーマリ
marie rose,/マリー・ローズ|マリー・ローズ(アズールレーン)
mario,/マリオ
marth (fire emblem),/マルス
maruyama aya,丸山彩/丸山彩
mary (ib),/メアリー(Ib)|メアリー
mash kyrielight,/マシュ・キリエライト|ドスケベ礼装|デンジャラス・ビースト|マシュケベ礼装|シールダー|マシュ|マシュキリエライト|玛修·基列莱特|玛修
matara okina,/摩多羅隠岐奈
matoba risa,/的場梨沙|はるりさ
matoi (pso2),/マトイ
matoi ryuuko,/纏流子|まといりゅうこ
matou kariya,/間桐雁夜|当主雁夜
matou sakura,间桐樱/間桐桜|士桜
matsukaze tenma,/松風天馬|瞬天|天京拓|拓天|雨天|天葵
matsumoto rangiku,/松本乱菊
matsuno choromatsu,/チョロ松
matsuno ichimatsu,/一松|松野一松
matsuno juushimatsu,/十四松
matsuno karamatsu,/カラ松|松野カラ松
matsuno osomatsu,/おそ松
matsuno todomatsu,/トド松|松野トド松|TOTTY
matsuura kanan,/松浦果南|火曜日ご機嫌いかが果南
may (guilty gear),/メイ(ギルティギア)
mayuzumi fuyuko,/黛冬優子
medicine melancholy,/メディスン・メランコリー|梅蒂欣
meer campbell,/ミーア・キャンベル
megumin,/めぐみん|めぐみん(このすば)
megurine luka,/巡音ルカ|LUKA
mei (overwatch),/Mei|メイ
meiko,/メイコ|めいこ|MEIKO
meltryllis (swimsuit lancer) (fate),/謎のアルターエゴ・Λ|メルトリリス(水着)|水着メルト
meowth,/ニャース
mercy (overwatch),/Mercy|マーシー|메르시|pharmercy
merlin (fate),/マーリン(fate)|マーリン
merlin prismriver,/メルラン・プリズムリバー|メルラン
meta knight,/メタナイト
micaiah (fire emblem),/ミカヤ
midare toushirou,/乱藤四郎
midna,/ミドナ|midna
midorikawa nao,/緑川なお
midoriya izuku,/緑谷出久|deku
mifune miyu,/三船美優
miia (monster musume),/ミーア(モンスター娘のいる日常)|ミーア
mika (girls und panzer),/ミカ|ミカ(GuP)|継続高校|ミカアキ|ミカみほ|まほミカ|ミカあり|楽しい継続一家|隊長組
mikasa ackerman,/ミカサ・アッカーマン|ミカサ
mikazuki munechika,/三日月宗近(刀剣乱舞)|三日月宗近|みかつる|小狐三日|いちみか
mikazuki yozora,/三日月夜空
miki sayaka,/美樹さやか|さや杏|杏さや|さやほむ|ほむさや|さやまど|まどさや|あんさや|さやあん
mikisugi aikurou,/美木杉愛九郎
mikko (girls und panzer),/ミッコ|ミッコ(GuP)|継続高校|楽しい継続一家
milfeulle sakuraba,/ミルフィーユ・桜葉|ミルフィーユ桜葉
millia rage,/ミリア=レイジ
mimikyu,/ミミッキュ
mimura kanako,/三村かな子
minami kotori,/南ことり|ことりちゅん
minamino kanade,/南野奏
minamoto no raikou (swimsuit lancer) (fate),/源頼光(水着)
minamoto sakura,/源さくら
minase akiko,/水瀬秋子|秋子さん
minase iori,/水瀬伊織|みなせいおり
minase nayuki,/水瀬名雪
minato aqua,/湊あくあ|あくあーと
minazuki karen,/水無月かれん
minna-dietlinde wilcke,/ミーナ・ディートリンデ・ヴィルケ
miqo'te,/ミコッテ
misaka imouto,/御坂妹
misaka mikoto,/御坂美琴|レールガン|超電磁砲
